time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-22T13:40:13.825Z,43.7829,-128.5026,10,4.7,mb,,196,3.174,0.57,us,us600044mf,2019-06-22T18:54:14.976Z,Off the coast of Oregon,earthquake,4.2,1.9,0.033,280,reviewed,us,us
2019-06-22T13:37:31.541Z,43.8021,-128.5769,10,4.2,mb,,176,3.231,1.04,us,us600044mh,2019-06-22T13:57:32.040Z,Off the coast of Oregon,earthquake,10,2,0.074,51,reviewed,us,us
2019-06-22T13:29:23.100Z,36.8773333,-121.617,8.23,3.01,ml,93,27,0.02437,0.1,nc,nc73200946,2019-06-27T16:39:39.526Z,"3km ESE of Aromas, CA",earthquake,0.11,0.24,0.135,64,reviewed,nc,nc
2019-06-22T13:16:10.394Z,43.7545,-128.6703,10,4.2,mb,,222,3.348,1.29,us,us600044m7,2019-06-22T13:36:53.040Z,Off the coast of Oregon,earthquake,13.5,2,0.187,8,reviewed,us,us
2019-06-22T13:00:17.184Z,43.939,-128.402,10,5.4,mww,,169,3.15,1.12,us,us600044ly,2019-06-23T13:03:02.207Z,Off the coast of Oregon,earthquake,8.4,1.9,0.041,56,reviewed,us,us
2019-06-22T12:52:02.579Z,43.7967,-128.3442,10,5.4,mww,,169,3.068,0.73,us,us600044lu,2019-06-23T12:55:02.035Z,Off the coast of Oregon,earthquake,8.5,1.9,0.043,53,reviewed,us,us
2019-06-22T12:43:42.375Z,43.8509,-128.487,10,5,mww,,185,3.182,0.94,us,us600044lt,2019-06-23T04:33:59.638Z,Off the coast of Oregon,earthquake,9,1.9,0.05,38,reviewed,us,us
2019-06-22T12:05:14.030Z,33.1988333,-115.5783333,4.93,2.98,ml,91,37,0.03785,0.27,ci,ci38426023,2019-06-27T18:08:40.503Z,"7km SW of Niland, CA",earthquake,0.19,0.38,0.172,91,reviewed,ci,ci
2019-06-22T09:10:24.210Z,19.0793,-67.5881,87,2.8,md,17,200,0.7033,0.9,pr,pr2019173010,2019-06-22T13:19:30.223Z,"82km NW of San Antonio, Puerto Rico",earthquake,5.66,7.93,0.24,15,reviewed,pr,pr
2019-06-22T09:07:47.157Z,69.5617,-144.2215,0,2.7,ml,,,,0.85,ak,ak0197y9djja,2019-06-22T09:34:59.040Z,"63km SSW of Kaktovik, Alaska",earthquake,,1,,,automatic,ak,ak
2019-06-22T08:50:24.926Z,39.219,-99.4308,3,4.5,mwr,,46,0.469,0.51,us,us600044l0,2019-06-27T11:30:45.040Z,"11km W of Plainville, Kansas",earthquake,3.5,2,0.046,46,reviewed,us,us
2019-06-22T08:35:02.470Z,36.263,-89.4641667,6.59,2.49,md,45,39,0.03471,0.15,nm,nm60277971,2019-06-26T07:01:56.040Z,"1km ENE of Ridgely, Tennessee",earthquake,0.2,0.41,0.115,31,reviewed,nm,nm
2019-06-22T07:45:43.619Z,64.9046,-164.7926,7.1,3.1,ml,,,,0.77,ak,ak0197y8et6x,2019-06-22T12:07:45.040Z,"53km NNE of Nome, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-22T05:43:05.930Z,19.5588,-66.2798,31,2.76,md,7,320,1.2651,0.33,pr,pr2019173003,2019-06-23T01:27:19.888Z,"121km N of Dorado, Puerto Rico",earthquake,2.22,24.39,0.37,6,reviewed,pr,pr
2019-06-22T05:33:45.376Z,61.5235,-149.924,42.6,3,ml,,,,0.6,ak,ak0197y75dje,2019-06-23T05:35:53.668Z,"1km E of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-06-22T05:17:38.771Z,46.8998,-112.5163,10.91,2.8,ml,,112,0.11,0.59,us,us600044kl,2019-06-23T20:23:01.734Z,"14km ESE of Lincoln, Montana",earthquake,1.9,4.8,0.069,28,reviewed,us,us
2019-06-22T03:56:06.030Z,19.5021,-68.0758,8,3.17,md,22,222,1.1325,0.9,pr,pr2019173000,2019-06-22T21:05:31.040Z,"99km NNE of Punta Cana, Dominican Republic",earthquake,5.74,6.04,0.1,21,reviewed,pr,pr
2019-06-22T01:29:02.387Z,-9.4524,158.261,10,4.8,mb,,37,1.664,0.88,us,us600044jp,2019-06-22T02:24:04.040Z,"176km SSW of Dadali, Solomon Islands",earthquake,9.3,1.9,0.057,96,reviewed,us,us
2019-06-21T23:36:10.740Z,19.4548333,-155.6028333,-1.73,3.14,ml,67,38,0.002992,0.14,hv,hv71003891,2019-06-22T23:37:10.464Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.14,0.14,0.137,45,reviewed,hv,hv
2019-06-21T23:34:42.375Z,-21.2915,-173.9964,10,5,mb,,99,7.64,0.61,us,us600044it,2019-06-22T09:35:13.981Z,"99km E of `Ohonua, Tonga",earthquake,8.4,1.5,0.037,106,reviewed,us,us
2019-06-21T23:00:22.480Z,-30.7334,-176.8325,10,5.1,mb,,218,1.762,0.78,us,us600044ig,2019-06-21T23:13:20.040Z,"192km SSE of Raoul Island, New Zealand",earthquake,9,2,0.147,15,reviewed,us,us
2019-06-21T22:49:25.464Z,-30.7423,-177.5006,10,5.1,mb,,75,1.537,0.83,us,us600044ie,2019-06-21T23:05:05.040Z,"153km ENE of L'Esperance Rock, New Zealand",earthquake,11.5,1.9,0.071,64,reviewed,us,us
2019-06-21T22:40:58.200Z,36.9781667,-119.6506667,18.52,2.61,md,34,141,0.04794,0.21,nc,nc73200726,2019-06-22T16:22:00.647Z,"6km E of Friant, CA",earthquake,0.38,0.49,0.197,70,reviewed,nc,nc
2019-06-21T22:32:45.690Z,19.469,-65.2736,62,3.22,md,7,331,1.4462,0.22,pr,pr2019172007,2019-06-21T23:18:07.040Z,"128km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.13,13.61,0.06,5,reviewed,pr,pr
2019-06-21T22:03:18.795Z,43.7913,-127.8349,10,3.2,ml,,283,2.714,1.05,us,us600044hk,2019-06-21T22:14:16.040Z,"287km WNW of Bandon, Oregon",earthquake,4.8,2,0.046,62,reviewed,us,us
2019-06-21T21:45:29.405Z,62.204,-150.3248,50.9,2.7,ml,,,,0.73,ak,ak0197wt7i3j,2019-06-22T04:00:09.040Z,"17km SW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-21T19:02:44.187Z,75.2697,7.6345,10,4.6,mb,,94,3.545,0.9,us,us600044en,2019-06-23T20:38:05.040Z,Greenland Sea,earthquake,8.2,1.9,0.09,37,reviewed,us,us
2019-06-21T18:14:33.065Z,21.5772,143.1237,296.94,4.1,mb,,126,5.56,0.52,us,us600044du,2019-06-23T20:39:48.040Z,"217km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,5.1,9.7,0.117,20,reviewed,us,us
2019-06-21T17:09:42.450Z,55.7179,-149.2871,10,3.7,ml,,212,2.683,0.55,us,us600044cq,2019-06-23T20:41:47.040Z,"299km SE of Kodiak, Alaska",earthquake,8.5,2,0.048,56,reviewed,us,us
2019-06-21T16:42:25.495Z,25.7839,95.8195,139.09,4.2,mb,,117,2.072,0.69,us,us600044cg,2019-06-21T19:21:59.040Z,"113km ESE of Tuensang, India",earthquake,7.4,11.3,0.167,10,reviewed,us,us
2019-06-21T15:53:10.702Z,50.5844,175.3755,15.94,3.8,mb,,177,2.291,0.85,us,us600044a3,2019-06-21T17:56:33.738Z,"200km S of Buldir Island, Alaska",earthquake,10,7.3,0.096,28,reviewed,us,us
2019-06-21T15:20:07.718Z,59.8404,-153.0086,93.8,3,ml,,,,0.71,ak,ak0197wphhu6,2019-06-21T16:53:03.040Z,"66km W of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-21T14:34:37.227Z,56.5323,-148.5854,3.2,2.5,ml,,,,0.53,ak,ak0197wozb3o,2019-06-21T15:12:06.842Z,"270km ESE of Kodiak, Alaska",earthquake,,5,,,reviewed,ak,ak
2019-06-21T13:48:36.280Z,18.8396,-67.1598,14,2.69,md,11,267,0.3753,0.28,pr,pr2019172005,2019-06-21T16:35:44.128Z,"38km N of San Antonio, Puerto Rico",earthquake,1.28,2.24,0.19,5,reviewed,pr,pr
2019-06-21T12:22:01.770Z,19.5591,-66.1913,14,4,ml,23,216,1.1335,0.39,pr,pr2019172004,2019-06-21T13:27:19.508Z,"99km N of Brenas, Puerto Rico",earthquake,1.64,4.2,0.24,12,reviewed,pr,pr
